Order ID,Date,Customer ID,Product ID,Product Name,Category,Quantity,Price per Unit,Total Sale Amount,Payment Method,Payment Status,Country,Continent
24775,2023-05-16,Cust-183,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,Japan,Asia
24776,2023-12-08,Cust-672,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,Japan,Asia
24777,2023-05-09,Cust-288,3004,Tablet,Electronics,4,300,1200,PayPal,Pending,USA,North America
24778,2023-05-06,Cust-333,3002,Headphones,Accessories,4,50,200,PayPal,Pending,USA,North America
24779,2023-07-09,Cust-740,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,France,Europe
24780,2023-05-21,Cust-217,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,Australia,Australia
24781,2023-08-12,Cust-471,3005,Smartwatch,Accessories,3,200,600,PayPal,Failed,France,Europe
24782,2023-08-24,Cust-234,3002,Headphones,Accessories,5,50,250,PayPal,Failed,France,Europe
24783,2023-07-01,Cust-404,3002,Headphones,Accessories,4,50,200,PayPal,Completed,Japan,Asia
24784,2023-04-14,Cust-650,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,Canada,North America
24785,2023-04-17,Cust-752,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,Germany,Europe
24786,2023-06-30,Cust-828,3004,Tablet,Electronics,3,300,900,PayPal,Failed,Japan,Asia
24787,2023-08-05,Cust-100,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Completed,Brazil,South America
24788,2023-04-11,Cust-773,3002,Headphones,Accessories,1,50,50,PayPal,Pending,South Africa,Africa
24789,2023-06-11,Cust-594,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,Germany,Europe
24790,2023-04-23,Cust-938,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,Canada,North America
24791,2023-06-18,Cust-644,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,South Africa,Africa
24792,2023-11-07,Cust-612,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,Germany,Europe
24793,2023-02-02,Cust-661,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,Japan,Asia
24794,2023-11-16,Cust-809,3005,Smartwatch,Accessories,2,200,400,Credit Card,Completed,South Africa,Africa
24795,2023-08-24,Cust-956,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,USA,North America
24796,2023-06-16,Cust-584,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,Brazil,South America
24797,2023-03-07,Cust-306,3002,Headphones,Accessories,2,50,100,Bank Transfer,Completed,Canada,North America
24798,2023-07-26,Cust-544,3002,Headphones,Accessories,1,50,50,Bank Transfer,Failed,UK,Europe
24799,2023-05-31,Cust-472,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,Canada,North America
24800,2023-05-21,Cust-464,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,Canada,North America
24801,2023-04-06,Cust-78,3004,Tablet,Electronics,3,300,900,PayPal,Failed,USA,North America
24802,2023-01-05,Cust-848,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,Brazil,South America
24803,2023-01-13,Cust-111,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Failed,Canada,North America
24804,2023-02-01,Cust-779,3005,Smartwatch,Accessories,1,200,200,Credit Card,Completed,India,Asia
24805,2023-03-21,Cust-683,3001,Laptop,Electronics,2,1000,2000,Credit Card,Failed,Brazil,South America
24806,2023-12-22,Cust-2,3002,Headphones,Accessories,3,50,150,PayPal,Completed,Brazil,South America
24807,2023-08-04,Cust-947,3001,Laptop,Electronics,4,1000,4000,PayPal,Failed,South Africa,Africa
24808,2023-05-14,Cust-712,3004,Tablet,Electronics,3,300,900,Bank Transfer,Completed,Germany,Europe
24809,2023-09-15,Cust-6,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,Germany,Europe
24810,2023-10-20,Cust-182,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,Brazil,South America
24811,2023-08-23,Cust-185,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,Germany,Europe
24812,2023-07-04,Cust-945,3001,Laptop,Electronics,5,1000,5000,PayPal,Pending,South Africa,Africa
24813,2023-08-21,Cust-710,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,Australia,Australia
24814,2023-06-26,Cust-434,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,Brazil,South America
24815,2023-10-18,Cust-414,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,Brazil,South America
24816,2023-04-27,Cust-544,3002,Headphones,Accessories,3,50,150,Credit Card,Completed,USA,North America
24817,2023-12-05,Cust-372,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,India,Asia
24818,2023-10-28,Cust-492,3001,Laptop,Electronics,4,1000,4000,Credit Card,Failed,South Africa,Africa
24819,2023-01-02,Cust-557,3001,Laptop,Electronics,2,1000,2000,PayPal,Pending,Brazil,South America
24820,2023-08-20,Cust-628,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,India,Asia
24821,2023-09-06,Cust-63,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,Canada,North America
24822,2023-07-07,Cust-638,3002,Headphones,Accessories,3,50,150,Bank Transfer,Failed,Canada,North America
24823,2023-10-03,Cust-80,3004,Tablet,Electronics,5,300,1500,Credit Card,Failed,Canada,North America
24824,2023-06-07,Cust-408,3001,Laptop,Electronics,3,1000,3000,PayPal,Completed,USA,North America
24825,2023-07-29,Cust-988,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Pending,UK,Europe
24826,2023-02-01,Cust-773,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,South Africa,Africa
24827,2023-06-22,Cust-104,3003,Smartphone,Electronics,4,700,2800,Credit Card,Pending,India,Asia
24828,2023-11-07,Cust-106,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Failed,UK,Europe
24829,2023-12-14,Cust-608,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Failed,Canada,North America
24830,2023-11-25,Cust-476,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,Australia,Australia
24831,2023-03-04,Cust-315,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Failed,UK,Europe
24832,2023-05-24,Cust-779,3002,Headphones,Accessories,3,50,150,PayPal,Pending,Germany,Europe
24833,2023-12-05,Cust-703,3002,Headphones,Accessories,5,50,250,Bank Transfer,Pending,Germany,Europe
24834,2023-10-16,Cust-839,3004,Tablet,Electronics,1,300,300,PayPal,Failed,UK,Europe
24835,2023-06-11,Cust-95,3003,Smartphone,Electronics,1,700,700,PayPal,Pending,UK,Europe
24836,2023-02-14,Cust-956,3004,Tablet,Electronics,1,300,300,PayPal,Pending,Australia,Australia
24837,2023-07-23,Cust-137,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,USA,North America
24838,2023-07-18,Cust-698,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Pending,France,Europe
24839,2023-08-29,Cust-635,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,Japan,Asia
24840,2023-12-28,Cust-69,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Pending,Brazil,South America
24841,2023-12-09,Cust-428,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,UK,Europe
24842,2023-03-26,Cust-699,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,South Africa,Africa
24843,2023-04-19,Cust-518,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,Australia,Australia
24844,2023-09-14,Cust-282,3001,Laptop,Electronics,4,1000,4000,Credit Card,Completed,Canada,North America
24845,2023-04-10,Cust-395,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,India,Asia
24846,2023-05-24,Cust-133,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,UK,Europe
24847,2023-12-24,Cust-316,3002,Headphones,Accessories,4,50,200,PayPal,Failed,India,Asia
24848,2023-05-10,Cust-705,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,France,Europe
24849,2023-08-01,Cust-705,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,USA,North America
24850,2023-07-22,Cust-39,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Pending,Australia,Australia
24851,2023-04-04,Cust-563,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,UK,Europe
24852,2023-01-06,Cust-502,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Pending,USA,North America
24853,2023-05-16,Cust-279,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,Brazil,South America
24854,2023-06-23,Cust-615,3004,Tablet,Electronics,3,300,900,Credit Card,Failed,France,Europe
24855,2023-08-10,Cust-809,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Completed,Brazil,South America
24856,2023-03-11,Cust-514,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,USA,North America
24857,2023-12-28,Cust-163,3003,Smartphone,Electronics,2,700,1400,PayPal,Pending,Australia,Australia
24858,2023-07-20,Cust-407,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,USA,North America
24859,2023-11-06,Cust-681,3001,Laptop,Electronics,2,1000,2000,PayPal,Failed,Japan,Asia
24860,2023-11-25,Cust-324,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,Australia,Australia
24861,2023-09-15,Cust-742,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,France,Europe
24862,2023-07-22,Cust-136,3004,Tablet,Electronics,2,300,600,PayPal,Pending,Australia,Australia
24863,2023-07-06,Cust-77,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,Brazil,South America
24864,2023-04-12,Cust-127,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,Japan,Asia
24865,2023-01-25,Cust-883,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,India,Asia
24866,2023-12-06,Cust-584,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,UK,Europe
24867,2023-06-12,Cust-570,3004,Tablet,Electronics,1,300,300,Credit Card,Completed,South Africa,Africa
24868,2023-11-01,Cust-294,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,Canada,North America
24869,2023-07-31,Cust-535,3002,Headphones,Accessories,3,50,150,Bank Transfer,Failed,Brazil,South America
24870,2023-10-08,Cust-592,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,Japan,Asia
24871,2023-01-31,Cust-96,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,Brazil,South America
24872,2023-07-25,Cust-114,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Pending,Australia,Australia
24873,2023-12-26,Cust-141,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,India,Asia
24874,2023-11-14,Cust-26,3002,Headphones,Accessories,3,50,150,Credit Card,Pending,Japan,Asia
24875,2023-06-17,Cust-924,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,Brazil,South America
24876,2023-12-04,Cust-159,3002,Headphones,Accessories,4,50,200,Bank Transfer,Pending,Brazil,South America
24877,2023-06-10,Cust-431,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,South Africa,Africa
24878,2023-06-07,Cust-409,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,South Africa,Africa
24879,2023-04-02,Cust-25,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,Australia,Australia
24880,2023-09-01,Cust-18,3001,Laptop,Electronics,3,1000,3000,Credit Card,Failed,Brazil,South America
24881,2023-10-21,Cust-397,3005,Smartwatch,Accessories,3,200,600,Credit Card,Completed,India,Asia
24882,2023-04-25,Cust-124,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Completed,Brazil,South America
24883,2023-05-26,Cust-360,3002,Headphones,Accessories,3,50,150,Credit Card,Failed,Australia,Australia
24884,2023-05-31,Cust-803,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Pending,USA,North America
24885,2023-03-02,Cust-550,3002,Headphones,Accessories,4,50,200,PayPal,Completed,France,Europe
24886,2023-08-12,Cust-642,3004,Tablet,Electronics,3,300,900,Bank Transfer,Completed,Brazil,South America
24887,2023-09-22,Cust-161,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Japan,Asia
24888,2023-04-30,Cust-123,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,Australia,Australia
24889,2023-05-04,Cust-450,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Failed,UK,Europe
24890,2023-11-19,Cust-190,3004,Tablet,Electronics,3,300,900,PayPal,Completed,Canada,North America
24891,2023-02-11,Cust-648,3002,Headphones,Accessories,2,50,100,PayPal,Failed,France,Europe
24892,2023-07-30,Cust-67,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,Canada,North America
24893,2023-12-03,Cust-615,3002,Headphones,Accessories,4,50,200,Credit Card,Failed,USA,North America
24894,2023-04-20,Cust-416,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Completed,France,Europe
24895,2023-11-18,Cust-980,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,Australia,Australia
24896,2023-12-16,Cust-640,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Failed,Australia,Australia
24897,2023-08-27,Cust-912,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,Germany,Europe
24898,2023-11-15,Cust-150,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Failed,France,Europe
24899,2023-03-07,Cust-168,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,Canada,North America
24900,2023-12-26,Cust-686,3005,Smartwatch,Accessories,3,200,600,Credit Card,Pending,South Africa,Africa
24901,2023-05-23,Cust-872,3001,Laptop,Electronics,1,1000,1000,Credit Card,Completed,France,Europe
24902,2023-02-05,Cust-401,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Completed,France,Europe
24903,2023-03-16,Cust-435,3003,Smartphone,Electronics,5,700,3500,Credit Card,Completed,Japan,Asia
24904,2023-11-28,Cust-124,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,USA,North America
24905,2023-07-20,Cust-11,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,India,Asia
24906,2023-09-22,Cust-214,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,Japan,Asia
24907,2023-11-13,Cust-653,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,Australia,Australia
24908,2023-02-11,Cust-284,3002,Headphones,Accessories,5,50,250,Bank Transfer,Pending,Brazil,South America
24909,2023-07-14,Cust-41,3001,Laptop,Electronics,3,1000,3000,PayPal,Completed,Australia,Australia
24910,2023-08-05,Cust-659,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,India,Asia
24911,2023-01-09,Cust-501,3004,Tablet,Electronics,4,300,1200,Credit Card,Pending,UK,Europe
24912,2023-11-21,Cust-752,3004,Tablet,Electronics,4,300,1200,PayPal,Pending,UK,Europe
24913,2023-11-09,Cust-253,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,Australia,Australia
24914,2023-02-03,Cust-750,3005,Smartwatch,Accessories,2,200,400,Credit Card,Failed,Australia,Australia
24915,2023-04-18,Cust-424,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,South Africa,Africa
24916,2023-08-08,Cust-264,3005,Smartwatch,Accessories,3,200,600,Credit Card,Pending,India,Asia
24917,2023-09-29,Cust-470,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,Australia,Australia
24918,2023-10-15,Cust-161,3002,Headphones,Accessories,2,50,100,PayPal,Completed,South Africa,Africa
24919,2023-01-25,Cust-542,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,USA,North America
24920,2023-09-17,Cust-691,3001,Laptop,Electronics,5,1000,5000,PayPal,Pending,Japan,Asia
24921,2023-03-10,Cust-380,3002,Headphones,Accessories,1,50,50,PayPal,Pending,Brazil,South America
24922,2023-03-01,Cust-35,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,Brazil,South America
24923,2023-02-11,Cust-29,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,India,Asia
24924,2023-12-14,Cust-992,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,Canada,North America
24925,2023-02-06,Cust-100,3002,Headphones,Accessories,1,50,50,PayPal,Failed,Australia,Australia
24926,2023-02-04,Cust-654,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,UK,Europe
24927,2023-11-07,Cust-217,3002,Headphones,Accessories,4,50,200,PayPal,Completed,UK,Europe
24928,2023-08-16,Cust-714,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Completed,Australia,Australia
24929,2023-04-18,Cust-402,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,India,Asia
24930,2023-10-02,Cust-911,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,India,Asia
24931,2023-08-26,Cust-328,3005,Smartwatch,Accessories,2,200,400,Credit Card,Failed,USA,North America
24932,2023-05-07,Cust-183,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Completed,South Africa,Africa
24933,2023-05-12,Cust-856,3003,Smartphone,Electronics,3,700,2100,PayPal,Failed,Germany,Europe
24934,2023-04-18,Cust-966,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,Japan,Asia
24935,2023-06-01,Cust-38,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Completed,Germany,Europe
24936,2023-01-13,Cust-809,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,UK,Europe
24937,2023-12-02,Cust-225,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Pending,USA,North America
24938,2023-06-24,Cust-104,3005,Smartwatch,Accessories,3,200,600,PayPal,Failed,Canada,North America
24939,2023-01-06,Cust-847,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,UK,Europe
24940,2023-03-08,Cust-115,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,UK,Europe
24941,2023-08-17,Cust-714,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Australia,Australia
24942,2023-09-15,Cust-950,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Germany,Europe
24943,2023-06-09,Cust-280,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,Japan,Asia
24944,2023-10-19,Cust-322,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,Brazil,South America
24945,2023-04-21,Cust-564,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,Canada,North America
24946,2023-06-20,Cust-12,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Japan,Asia
24947,2023-01-17,Cust-571,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,Australia,Australia
24948,2023-04-13,Cust-760,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Failed,South Africa,Africa
24949,2023-12-06,Cust-566,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,USA,North America
24950,2023-08-10,Cust-990,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,Japan,Asia
24951,2023-04-20,Cust-88,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,Canada,North America
24952,2023-04-15,Cust-284,3003,Smartphone,Electronics,5,700,3500,Credit Card,Failed,UK,Europe
24953,2023-05-08,Cust-805,3005,Smartwatch,Accessories,2,200,400,PayPal,Failed,Australia,Australia
24954,2023-08-19,Cust-340,3002,Headphones,Accessories,5,50,250,Bank Transfer,Completed,Germany,Europe
24955,2023-07-26,Cust-474,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Failed,Germany,Europe
24956,2023-12-30,Cust-373,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,Germany,Europe
24957,2023-04-30,Cust-997,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,France,Europe
24958,2023-03-09,Cust-584,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,USA,North America
24959,2023-04-29,Cust-762,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,Germany,Europe
24960,2023-07-11,Cust-344,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,Japan,Asia
24961,2023-05-21,Cust-361,3002,Headphones,Accessories,1,50,50,Credit Card,Pending,Australia,Australia
24962,2023-07-05,Cust-410,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,France,Europe
24963,2023-12-03,Cust-277,3002,Headphones,Accessories,4,50,200,Credit Card,Completed,India,Asia
24964,2023-11-30,Cust-733,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,South Africa,Africa
24965,2023-02-28,Cust-367,3003,Smartphone,Electronics,4,700,2800,Credit Card,Failed,Germany,Europe
24966,2023-04-06,Cust-365,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Completed,Germany,Europe
24967,2023-03-08,Cust-661,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Canada,North America
24968,2023-06-27,Cust-7,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,USA,North America
24969,2023-06-15,Cust-635,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,France,Europe
24970,2023-05-13,Cust-866,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,UK,Europe
24971,2023-02-03,Cust-438,3004,Tablet,Electronics,2,300,600,PayPal,Completed,USA,North America
24972,2023-07-09,Cust-82,3002,Headphones,Accessories,2,50,100,Bank Transfer,Failed,France,Europe
24973,2023-10-29,Cust-289,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,Germany,Europe
24974,2023-07-06,Cust-735,3004,Tablet,Electronics,2,300,600,PayPal,Completed,Japan,Asia
24975,2023-08-09,Cust-80,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,USA,North America
24976,2023-02-05,Cust-334,3003,Smartphone,Electronics,2,700,1400,PayPal,Pending,USA,North America
24977,2023-03-24,Cust-432,3002,Headphones,Accessories,2,50,100,Bank Transfer,Completed,India,Asia
24978,2023-04-10,Cust-434,3002,Headphones,Accessories,4,50,200,Bank Transfer,Failed,Australia,Australia
24979,2023-03-07,Cust-132,3001,Laptop,Electronics,1,1000,1000,PayPal,Pending,Japan,Asia
24980,2023-08-30,Cust-422,3004,Tablet,Electronics,2,300,600,PayPal,Completed,Japan,Asia
24981,2023-12-21,Cust-45,3002,Headphones,Accessories,1,50,50,PayPal,Failed,South Africa,Africa
24982,2023-07-14,Cust-129,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,Canada,North America
24983,2023-01-13,Cust-711,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,France,Europe
24984,2023-11-06,Cust-887,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,Australia,Australia
24985,2023-02-20,Cust-470,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,Australia,Australia
24986,2023-09-21,Cust-72,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,South Africa,Africa
24987,2023-06-11,Cust-445,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,Japan,Asia
24988,2023-10-03,Cust-11,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,France,Europe
24989,2023-09-17,Cust-706,3002,Headphones,Accessories,3,50,150,PayPal,Completed,USA,North America
24990,2023-11-27,Cust-580,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,South Africa,Africa
24991,2023-05-19,Cust-488,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,Australia,Australia
24992,2023-09-27,Cust-343,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,South Africa,Africa
24993,2023-09-24,Cust-729,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,Australia,Australia
24994,2023-08-02,Cust-224,3002,Headphones,Accessories,4,50,200,PayPal,Completed,France,Europe
24995,2023-10-28,Cust-453,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,Australia,Australia
24996,2023-08-21,Cust-780,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,India,Asia
24997,2023-09-09,Cust-975,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Pending,Japan,Asia
24998,2023-12-26,Cust-201,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,Japan,Asia
24999,2023-07-03,Cust-27,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Pending,Canada,North America
25000,2023-03-24,Cust-282,3002,Headphones,Accessories,2,50,100,Bank Transfer,Completed,UK,Europe
25001,2023-11-10,Cust-493,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Failed,France,Europe
25002,2023-01-23,Cust-730,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,UK,Europe
25003,2023-12-28,Cust-851,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Failed,Japan,Asia
25004,2023-12-21,Cust-604,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Failed,South Africa,Africa
25005,2023-08-29,Cust-465,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,Japan,Asia
25006,2023-07-09,Cust-935,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,South Africa,Africa
25007,2023-06-05,Cust-329,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,Canada,North America
25008,2023-08-28,Cust-445,3002,Headphones,Accessories,3,50,150,PayPal,Completed,Brazil,South America
25009,2023-04-26,Cust-893,3002,Headphones,Accessories,2,50,100,Bank Transfer,Completed,South Africa,Africa
25010,2023-05-06,Cust-566,3001,Laptop,Electronics,3,1000,3000,Credit Card,Completed,Japan,Asia
25011,2023-09-23,Cust-172,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,USA,North America
25012,2023-03-04,Cust-924,3002,Headphones,Accessories,5,50,250,PayPal,Failed,South Africa,Africa
25013,2023-04-30,Cust-345,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Completed,UK,Europe
25014,2023-11-22,Cust-915,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,USA,North America
25015,2023-08-20,Cust-196,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,Germany,Europe
25016,2023-09-07,Cust-611,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,Japan,Asia
25017,2023-01-06,Cust-407,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,France,Europe
25018,2023-01-03,Cust-56,3002,Headphones,Accessories,5,50,250,Credit Card,Pending,UK,Europe
25019,2023-08-25,Cust-35,3002,Headphones,Accessories,2,50,100,Credit Card,Pending,South Africa,Africa
25020,2023-09-25,Cust-298,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,Germany,Europe
25021,2023-01-17,Cust-659,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,Germany,Europe
25022,2023-10-17,Cust-124,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,UK,Europe
25023,2023-09-16,Cust-184,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,USA,North America
25024,2023-01-08,Cust-299,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,Canada,North America
25025,2023-08-17,Cust-122,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,Germany,Europe
25026,2023-04-30,Cust-962,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Brazil,South America
25027,2023-06-19,Cust-277,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,Australia,Australia
25028,2023-02-04,Cust-912,3003,Smartphone,Electronics,2,700,1400,PayPal,Pending,Australia,Australia
25029,2023-11-02,Cust-894,3005,Smartwatch,Accessories,3,200,600,PayPal,Completed,France,Europe
25030,2023-11-02,Cust-172,3001,Laptop,Electronics,2,1000,2000,PayPal,Completed,India,Asia
25031,2023-12-03,Cust-113,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,Japan,Asia
25032,2023-10-17,Cust-669,3003,Smartphone,Electronics,2,700,1400,PayPal,Pending,Australia,Australia
